"","varname","label","val_labels"
"611","ECI.T.AIA.i9","ECI4; Teacher ratings; ADHD inattention; item 9","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"612","ECI.T.AIA.SS","ECI4; Teacher ratings; ADHD inattention; sum of scores"," "
"613","ECI.T.AIM.i16","ECI4; Teacher ratings; ADHD impulsivity; item 16","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"614","ECI.T.AIM.i17","ECI4; Teacher ratings; ADHD impulsivity; item 17","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"615","ECI.T.AIM.i18","ECI4; Teacher ratings; ADHD impulsivity; item 18","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"616","ECI.T.AIM.SS","ECI4; Teacher ratings; ADHD impulsivity; sum of scores"," "
"617","ECI.T.AUT.i76","ECI4; Teacher ratings; Autism spectrum disorder; item 76","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"618","ECI.T.AUT.i77","ECI4; Teacher ratings; Autism spectrum disorder; item 77","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"619","ECI.T.AUT.i78","ECI4; Teacher ratings; Autism spectrum disorder; item 78","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"620","ECI.T.AUT.i79","ECI4; Teacher ratings; Autism spectrum disorder; item 79","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"621","ECI.T.AUT.i80","ECI4; Teacher ratings; Autism spectrum disorder; item 80","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"622","ECI.T.AUT.i81","ECI4; Teacher ratings; Autism spectrum disorder; item 81","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"623","ECI.T.AUT.i82","ECI4; Teacher ratings; Autism spectrum disorder; item 82","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"624","ECI.T.AUT.i83","ECI4; Teacher ratings; Autism spectrum disorder; item 83","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"625","ECI.T.AUT.i84","ECI4; Teacher ratings; Autism spectrum disorder; item 84","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"626","ECI.T.AUT.i85","ECI4; Teacher ratings; Autism spectrum disorder; item 85","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"627","ECI.T.AUT.i86","ECI4; Teacher ratings; Autism spectrum disorder; item 86","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"628","ECI.T.AUT.i87","ECI4; Teacher ratings; Autism spectrum disorder; item 87","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"629","ECI.T.AUT.SS","ECI4; Teacher ratings; Autism spectrum disorder; sum of scores"," "
"630","ECI.T.CD.i27","ECI4; Teacher ratings; Conduct disorder; item 27","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"631","ECI.T.CD.i28","ECI4; Teacher ratings; Conduct disorder; item 28","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"632","ECI.T.CD.i29","ECI4; Teacher ratings; Conduct disorder; item 29","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"633","ECI.T.CD.i30","ECI4; Teacher ratings; Conduct disorder; item 30","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"634","ECI.T.CD.i31","ECI4; Teacher ratings; Conduct disorder; item 31","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"635","ECI.T.CD.i32","ECI4; Teacher ratings; Conduct disorder; item 32","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"636","ECI.T.CD.i33","ECI4; Teacher ratings; Conduct disorder; item 33","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"637","ECI.T.CD.i34","ECI4; Teacher ratings; Conduct disorder; item 34","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"638","ECI.T.CD.i35","ECI4; Teacher ratings; Conduct disorder; item 35","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"639","ECI.T.CD.SS","ECI4; Teacher ratings; Conduct disorder; sum of scores"," "
"640","ECI.T.CMP.i48","ECI4; Teacher ratings; Compulsions; item 48","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"641","ECI.T.CMP.SS","ECI4; Teacher ratings; Compulsions; sum of scores"," "
"642","ECI.T.DEP.i58","ECI4; Teacher ratings; Major depressive disorder; item 58","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"643","ECI.T.DEP.i59","ECI4; Teacher ratings; Major depressive disorder; item 59","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"644","ECI.T.DEP.i60","ECI4; Teacher ratings; Major depressive disorder; item 60","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"645","ECI.T.DEP.i61","ECI4; Teacher ratings; Major depressive disorder; item 61","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"646","ECI.T.DEP.i62","ECI4; Teacher ratings; Major depressive disorder; item 62","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"647","ECI.T.DEP.i63","ECI4; Teacher ratings; Major depressive disorder; item 63","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"648","ECI.T.DEP.i64","ECI4; Teacher ratings; Major depressive disorder; item 64","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"649","ECI.T.DEP.i65","ECI4; Teacher ratings; Major depressive disorder; item 65","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"650","ECI.T.DEP.i66","ECI4; Teacher ratings; Major depressive disorder; item 66","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"651","ECI.T.DEP.i67","ECI4; Teacher ratings; Major depressive disorder; item 67","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"652","ECI.T.DEP.SS","ECI4; Teacher ratings; Major depressive disorder; sum of scores"," "
"653","ECI.T.ELM.i71","ECI4; Teacher ratings; Elimination disorder; item 71","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"654","ECI.T.ELM.i72","ECI4; Teacher ratings; Elimination disorder; item 72","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"655","ECI.T.ELM.SS","ECI4; Teacher ratings; Elimination disorder; sum of scores"," "
"656","ECI.T.GEA.i51","ECI4; Teacher ratings; Generalized anxiety; item 51","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"657","ECI.T.GEA.i52","ECI4; Teacher ratings; Generalized anxiety; item 52","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"658","ECI.T.GEA.i53","ECI4; Teacher ratings; Generalized anxiety; item 53","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"659","ECI.T.GEA.SS","ECI4; Teacher ratings; Generalized anxiety; sum of scores"," "
"660","ECI.T.MOT.i49","ECI4; Teacher ratings; Motor tics; item 49","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"661","ECI.T.MOT.SS","ECI4; Teacher ratings; Motor tics; sum of scores"," "
"662","ECI.T.OBS.i47","ECI4; Teacher ratings; Obsessions; item 47","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"663","ECI.T.OBS.SS","ECI4; Teacher ratings; Obsessions; sum of scores"," "
"664","ECI.T.ODD.i19","ECI4; Teacher ratings; Oppositional defiant disorder; item 19","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"665","ECI.T.ODD.i20","ECI4; Teacher ratings; Oppositional defiant disorder; item 20","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"666","ECI.T.ODD.i21","ECI4; Teacher ratings; Oppositional defiant disorder; item 21","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"667","ECI.T.ODD.i22","ECI4; Teacher ratings; Oppositional defiant disorder; item 22","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"668","ECI.T.ODD.i23","ECI4; Teacher ratings; Oppositional defiant disorder; item 23","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"669","ECI.T.ODD.i24","ECI4; Teacher ratings; Oppositional defiant disorder; item 24","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"670","ECI.T.ODD.i25","ECI4; Teacher ratings; Oppositional defiant disorder; item 25","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"671","ECI.T.ODD.i26","ECI4; Teacher ratings; Oppositional defiant disorder; item 26","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"672","ECI.T.ODD.SS","ECI4; Teacher ratings; Oppositional defiant disorder; sum of scores"," "
"673","ECI.T.PCS.i36","ECI4; Teacher ratings; Peer conflict; item 36","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"674","ECI.T.PCS.i37","ECI4; Teacher ratings; Peer conflict; item 37","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"675","ECI.T.PCS.i38","ECI4; Teacher ratings; Peer conflict; item 38","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"676","ECI.T.PCS.i39","ECI4; Teacher ratings; Peer conflict; item 39","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"677","ECI.T.PCS.i40","ECI4; Teacher ratings; Peer conflict; item 40","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"678","ECI.T.PCS.i41","ECI4; Teacher ratings; Peer conflict; item 41","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"679","ECI.T.PCS.i42","ECI4; Teacher ratings; Peer conflict; item 42","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"680","ECI.T.PCS.i43","ECI4; Teacher ratings; Peer conflict; item 43","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"681","ECI.T.PCS.i44","ECI4; Teacher ratings; Peer conflict; item 44","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"682","ECI.T.PCS.i45","ECI4; Teacher ratings; Peer conflict; item 45","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"683","ECI.T.PCS.SS","ECI4; Teacher ratings; Peer conflict; sum of scores"," "
"684","ECI.T.PHOB.i46","ECI4; Teacher ratings; Specific phobia; item 46","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"685","ECI.T.PHOB.SS","ECI4; Teacher ratings; Specific phobia; sum of scores"," "
"686","ECI.T.PTSD.i73","ECI4; Teacher ratings; Post traumatic stress disorder; item 73","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"687","ECI.T.PTSD.i74","ECI4; Teacher ratings; Post traumatic stress disorder; item 74","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"688","ECI.T.PTSD.i75","ECI4; Teacher ratings; Post traumatic stress disorder; item 75","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"689","ECI.T.PTSD.SS","ECI4; Teacher ratings; Post traumatic stress disorder; sum of scores"," "
"690","ECI.T.SMU.i54","ECI4; Teacher ratings; Selective mutism; item 54","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"691","ECI.T.SMU.SS","ECI4; Teacher ratings; Selective mutism; sum of scores"," "
"692","ECI.T.SPH.i68","ECI4; Teacher ratings; Social phobia; item 68","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"693","ECI.T.SPH.i69","ECI4; Teacher ratings; Social phobia; item 69","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"694","ECI.T.SPH.i70","ECI4; Teacher ratings; Social phobia; item 70","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"695","ECI.T.SPH.SS","ECI4; Teacher ratings; Social phobia; sum of scores"," "
"696","ECI.T.VOT.i50","ECI4; Teacher ratings; Vocal tics; item 50","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"697","ECI.T.VOT.SS","ECI4; Teacher ratings; Vocal tics; sum of scores"," "
"698","FD.ADHD","Disorder in family; ADHD","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"699","FD.alcohol_drugs","Disorder in family; alcohol_drugs","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"700","FD.Anxiety","Disorder in family; Anxiety","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"701","FD.aspergers","Disorder in family; aspergers","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"702","FD.autism","Disorder in family; autism","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"703","FD.bipolar","Disorder in family; bipolar","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"704","FD.considered_eccentric","Disorder in family; considered_eccentric","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"705","FD.depression","Disorder in family; depression","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"706","FD.language","Disorder in family; language","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"707","FD.late_speech","Disorder in family; late_speech","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"708","FD.learning","Disorder in family; learning","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"709","FD.mental_disability","Disorder in family; mental_disability","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"710","FD.motor","Disorder in family; motor","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"711","FD.OCD","Disorder in family; OCD","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"712","FD.ODD_CD","Disorder in family; ODD_CD","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"713","FD.other1","Disorder in family; other1","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"714","FD.other2","Disorder in family; other2","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"715","FD.rec_educational_support","Disorder in family; rec_educational_support","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"716","FD.schizophrenia","Disorder in family; schizophrenia","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"717","FD.tourette","Disorder in family; tourette","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"718","FH.allergies","Health problems in family; allergies","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"719","FH.asthma_lung","Health problems in family; asthma_lung","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"720","FH.autoimmune","Health problems in family; autoimmune","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"721","FH.blood","Health problems in family; blood","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"722","FH.cancer","Health problems in family; cancer","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"723","FH.cardiovascular","Health problems in family; cardiovascular","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"724","FH.diabetes","Health problems in family; diabetes","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"725","FH.epillepsi","Health problems in family; epillepsi","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"726","FH.foodallergies","Health problems in family; foodallergies","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"727","FH.gastrointestinal","Health problems in family; gastrointestinal","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"728","FH.hudsykdommer","Health problems in family; hudsykdommer","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"729","FH.infections","Health problems in family; infections","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"730","FH.joints","Health problems in family; joints","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"731","FH.metabolism","Health problems in family; metabolism","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"732","FH.muscle_skeleton","Health problems in family; muscle_skeleton","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"733","FH.nervoussystem","Health problems in family; nervoussystem","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"734","FH.other","Health problems in family; other","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"735","FH.skin","Health problems in family; skin","0 No; 1 Don't know; 2 mothers or fathers family; 3 mothers and fathers family; 4 mother or father; 5 mother and father; 6 sibling"
"736","GPT.d.n_miss","Grooved pegboard task; dominant hand; number missed pins"," "
"737","GPT.d.n2h","Grooved pegboard task; dominant hand; number used two hands"," "
"738","GPT.d.sec","Grooved pegboard task; dominant hand; seconds"," "
"739","GPT.dh","Grooved pegboard task; dominant hand"," "
"740","GPT.nd.n_miss","Grooved pegboard task; non-dominant hand; number missed pins"," "
"741","GPT.nd.n2h","Grooved pegboard task; non-dominant hand; number used two hands"," "
"742","GPT.nd.sec","Grooved pegboard task; non-dominant hand; seconds"," "
"743","Kontroll_Alder","Alder ved kontroll, oppgitt i dager"," "
"744","MB3S.ADHD.SS","scale from Moba questionnaire(3 years); ADHD; sum of scores"," "
"745","MB3S.ADHDi1","scale from Moba questionnaire(3 years); item ADHD1 [Orig Label:  3.Kan ikke konse./være oppmerk. lenge]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"746","MB3S.ADHDi10","scale from Moba questionnaire(3 years); item ADHD10 [Orig Label:  3. 10 Er overdrevent pratsom]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"747","MB3S.ADHDi11","scale from Moba questionnaire(3 years); item ADHD11 [Orig Label:  3. 11 Ser ikke ut tilhøre etter når snak]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"748","MB3S.ADHDi2","scale from Moba questionnaire(3 years); item ADHD2 [Orig Label:  3.Kan ikke sitte stille -urolig lengre]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"749","MB3S.ADHDi3","scale from Moba questionnaire(3 years); item ADHD3 [Orig Label:  3.Tåler ikke vente -vil ha alt med en ga]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"750","MB3S.ADHDi4","scale from Moba questionnaire(3 years); item ADHD4 [Orig Label:  3.Ønsker må oppfylles umiddelbart]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"751","MB3S.ADHDi5","scale from Moba questionnaire(3 years); item ADHD5 [Orig Label:  3.Legger seg bortalt mulig]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"752","MB3S.ADHDi6","scale from Moba questionnaire(3 years); item ADHD6 [Orig Label:  3.Skifter raskt fra en akt. til en anne]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"753","MB3S.ADHDi7","scale from Moba questionnaire(3 years); item ADHD7 [Orig Label:  3.Blir distrahert/avledet av ytre stimul]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"754","MB3S.ADHDi8","scale from Moba questionnaire(3 years); item ADHD8 [Orig Label:  3.Har vanskelig forvente på sin tur]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"755","MB3S.ADHDi9","scale from Moba questionnaire(3 years); item ADHD9 [Orig Label:  3.Har vanskerå holde oppmerk.oppg]","1 Passer ikke; 2 Passer litt - noen ganger; 3 Passer godt - ofte"
"756","NY.INHIB.Statue.S","NEPSY; Inhibition; Statue; Score [Orig Label:  6. StatueTotal score]"," "
"757","NY.L.PhonProc","NEPSY; Language; phonological processing [Orig Label:  4. FONOLOGISK BEARBEIDING TOTAL SUMSCORE]"," "
"758","NY.VI.bunniescats.S","NEPSY; Visual attention; bunniescats; Score"," "
"759","NY.VI.bunniescats.T","NEPSY; Visual attention; bunniescats; time"," "
"760","NY.VI.cats.S","NEPSY; Visual attention; cats; Score"," "
"761","NY.VI.cats.T","NEPSY; Visual attention; cats; time"," "
"762","NY.VP.DesCop.S","NEPSY; Visual processing; design copying; Score [Orig Label:  1. Figurkopiering, resultat]"," "
"763","PP.ADHD.AT.i1","PAPA; ADHD; inattention; item[Orig Label:  VANSKER SELVSTENDIGE OPPG ELLER LEKEAKT]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"764","PP.ADHD.AT.i2","PAPA; ADHD; inattention; item[Orig Label:  VANSKER MEDORGANISERE OPPGAVER:]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"765","PP.ADHD.AT.i3","PAPA; ADHD; inattention; item[Orig Label:  VANSKER MEDFØLGE INSTRUKSJONER:]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"766","PP.ADHD.AT.i4","PAPA; ADHD; inattention; item[Orig Label:  UNNGÅR OPPG SOM KREVER MENTAL ANSTSRENG.]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"767","PP.ADHD.AT.i5","PAPA; ADHD; inattention; item[Orig Label:  LETT DISTRAHERT]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"768","PP.ADHD.AT.i6","PAPA; ADHD; inattention; item[Orig Label:  GLEMSOMDAGLIGE GJØREMÅL]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"769","PP.ADHD.AT.i7","PAPA; ADHD; inattention; item[Orig Label:  MISTER OFTE TING]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"770","PP.ADHD.AT.i8","PAPA; ADHD; inattention; item[Orig Label:  HØRER IKKE PÅ]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"771","PP.ADHD.AT.i9","PAPA; ADHD; inattention; item[Orig Label:  ER UNØYAKTIG]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"772","PP.ADHD.AT.SC","PAPA; ADHD; inattention; count of non-zero scores; PAPA: Number of present inattentiveness SYMPTOMs"," "
"773","PP.ADHD.AT.SS","PAPA; ADHD; inattention; sum of scores"," "
"774","PP.ADHD.CAT","PAPA; ADHD; category","1 ADHD_clin; 2 ADHD_subclin; 3 no_ADHD"
"775","PP.ADHD.GR","PAPA; ADHD; diagnostic groups","1 ADHD_c_clin; 2 ADHD_H_clin; 3 ADHD_IA_clin; 4 ADHD_C_subclin; 5 ADHD_H_subclin; 6 ADHD_IA_subclin; 7 no_ADHD"
"776","PP.ADHD.HI.SC","PAPA; ADHD; hyperactivity and impulsivity; count of non-zero scores; PAPA: Number of present hyperactivityimpulsiveness SYMPTOMs"," "
"777","PP.ADHD.HY.i1","PAPA; ADHD; hyperactivity; item[Orig Label:  KROPPSLIG URO]","0 fraværende; 2 Minst 2 akt -noen ggr umulig å kontrol; 3 Fleste akt -nesten aldri mulig å kontr"
"778","PP.ADHD.HY.i2","PAPA; ADHD; hyperactivity; item[Orig Label:  VANSKER MEDBLI SITTENDE PÅ PLASSEN]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"779","PP.ADHD.HY.i3","PAPA; ADHD; hyperactivity; item[Orig Label:  LØPER/KLATRER FOR MYE:]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"780","PP.ADHD.HY.i4","PAPA; ADHD; hyperactivity; item[Orig Label:  ALLTID PÅ FARTEN]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"781","PP.ADHD.HY.i5","PAPA; ADHD; hyperactivity; item[Orig Label:  SNAKKER UVANLIG MYE:]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"782","PP.ADHD.HY.i6","PAPA; ADHD; hyperactivity; item[Orig Label:  VANSKER MEDGJØRE TING ROLIG:]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"783","PP.ADHD.HY.SC","PAPA; ADHD; hyperactivity; count of non-zero scores; PAPA: Number of present hyperactivity SYMPTOMs"," "
"784","PP.ADHD.HY.SS","PAPA; ADHD; hyperactivity; sum of scores"," "
"785","PP.ADHD.IM.i1","PAPA; ADHD; impulsivity; item[Orig Label:  VANSKER MEDVENTE PÅ TUR]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"786","PP.ADHD.IM.i2","PAPA; ADHD; impulsivity; item[Orig Label:  PLUMPER OFTE UT MED SVAR PÅ SPØRSMÅL]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"787","PP.ADHD.IM.i3","PAPA; ADHD; impulsivity; item[Orig Label:  AVBRYTER OFTE ANDRE ELLER FORSTYRRER DEM]","0 fraværende; 2 Tilstede i minst 2 aktivit -av og til umulig for barnet å kontroller; 3 Tilstede i fleste aktivit -nesten aldri mulig for barnet å kontrolle"
"788","PP.ADHD.IM.SC","PAPA; ADHD; impulsivity; count of non-zero scores; PAPA: Number of present impulsivity SYMPTOMs"," "
"789","PP.ADHD.IM.SS","PAPA; ADHD; impulsivity; sum of scores"," "
